games                                      ,country ,sport ,gold ,silver ,bronze ,men ,women
1908_london_olympics                       ,USA     ,SWM   ,   1 ,     0 ,     1 ,  8 ,    0
1908_london_olympics                       ,ARG     ,FSK   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,GBR     ,FSK   ,   1 ,     2 ,     3 ,  7 ,    4
1908_london_olympics                       ,GER     ,FSK   ,   1 ,     1 ,     0 ,  1 ,    2
1908_london_olympics                       ,RUS     ,FSK   ,   1 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,SWE     ,FSK   ,   1 ,     1 ,     1 ,  3 ,    1
1908_london_olympics                       ,USA     ,FSK   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,AUT     ,FEN   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,BEL     ,FEN   ,   0 ,     0 ,     1 , 18 ,    0
1908_london_olympics                       ,BOH     ,FEN   ,   0 ,     0 ,     2 ,  7 ,    0
1908_london_olympics                       ,CAN     ,FEN   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,DEN     ,FEN   ,   0 ,     0 ,     0 ,  8 ,    0
1908_london_olympics                       ,FRA     ,FEN   ,   2 ,     1 ,     1 , 22 ,    0
1908_london_olympics                       ,GBR     ,FEN   ,   0 ,     1 ,     0 , 23 ,    0
1908_london_olympics                       ,GER     ,FEN   ,   0 ,     0 ,     0 , 10 ,    0
1908_london_olympics                       ,HUN     ,FEN   ,   2 ,     1 ,     0 ,  8 ,    0
1908_london_olympics                       ,ITA     ,FEN   ,   0 ,     1 ,     0 , 11 ,    0
1908_london_olympics                       ,NED     ,FEN   ,   0 ,     0 ,     0 , 13 ,    0
1908_london_olympics                       ,NOR     ,FEN   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,RSA     ,FEN   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,SWE     ,FEN   ,   0 ,     0 ,     0 ,  7 ,    0
1908_london_olympics                       ,AUT     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    0
1908_london_olympics                       ,BOH     ,TEN   ,   0 ,     0 ,     0 ,  4 ,    0
1908_london_olympics                       ,CAN     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    0
1908_london_olympics                       ,FRA     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,GBR     ,TEN   ,   6 ,     5 ,     4 , 14 ,    8
1908_london_olympics                       ,GER     ,TEN   ,   0 ,     1 ,     0 ,  5 ,    0
1908_london_olympics                       ,HUN     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    0
1908_london_olympics                       ,NED     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    0
1908_london_olympics                       ,RSA     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    0
1908_london_olympics                       ,SWE     ,TEN   ,   0 ,     0 ,     2 ,  2 ,    2
1908_london_olympics                       ,BEL     ,CTR   ,   0 ,     0 ,     1 ,  6 ,    0
1908_london_olympics                       ,CAN     ,CTR   ,   0 ,     0 ,     1 ,  5 ,    0
1908_london_olympics                       ,FRA     ,CTR   ,   1 ,     2 ,     2 , 23 ,    0
1908_london_olympics                       ,GBR     ,CTR   ,   5 ,     3 ,     1 , 36 ,    0
1908_london_olympics                       ,GER     ,CTR   ,   0 ,     1 ,     1 ,  9 ,    0
1908_london_olympics                       ,GRE     ,CTR   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,ITA     ,CTR   ,   0 ,     0 ,     0 ,  4 ,    0
1908_london_olympics                       ,NED     ,CTR   ,   0 ,     0 ,     0 ,  5 ,    0
1908_london_olympics                       ,RSA     ,CTR   ,   0 ,     0 ,     0 ,  4 ,    0
1908_london_olympics                       ,SWE     ,CTR   ,   0 ,     0 ,     0 ,  2 ,    0
1908_london_olympics                       ,USA     ,CTR   ,   0 ,     0 ,     0 ,  2 ,    0
1908_london_olympics                       ,BEL     ,GAR   ,   0 ,     0 ,     0 ,  2 ,    0
1908_london_olympics                       ,BOH     ,GAR   ,   0 ,     0 ,     0 ,  2 ,    0
1908_london_olympics                       ,CAN     ,GAR   ,   0 ,     0 ,     0 ,  2 ,    0
1908_london_olympics                       ,DEN     ,GAR   ,   0 ,     0 ,     0 , 24 ,    0
1908_london_olympics                       ,FIN     ,GAR   ,   0 ,     0 ,     1 , 31 ,    0
1908_london_olympics                       ,FRA     ,GAR   ,   0 ,     0 ,     1 , 60 ,    0
1908_london_olympics                       ,GBR     ,GAR   ,   0 ,     1 ,     0 , 66 ,    0
1908_london_olympics                       ,GER     ,GAR   ,   0 ,     0 ,     0 , 11 ,    0
1908_london_olympics                       ,HUN     ,GAR   ,   0 ,     0 ,     0 ,  5 ,    0
1908_london_olympics                       ,ITA     ,GAR   ,   1 ,     0 ,     0 , 32 ,    0
1908_london_olympics                       ,NED     ,GAR   ,   0 ,     0 ,     0 , 22 ,    0
1908_london_olympics                       ,NOR     ,GAR   ,   0 ,     1 ,     0 , 30 ,    0
1908_london_olympics                       ,SWE     ,GAR   ,   1 ,     0 ,     0 , 38 ,    0
1908_london_olympics                       ,TUR     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,BEL     ,ROW   ,   0 ,     1 ,     0 , 10 ,    0
1908_london_olympics                       ,CAN     ,ROW   ,   0 ,     0 ,     3 , 13 ,    0
1908_london_olympics                       ,GBR     ,ROW   ,   4 ,     3 ,     1 , 30 ,    0
1908_london_olympics                       ,GER     ,ROW   ,   0 ,     0 ,     2 ,  3 ,    0
1908_london_olympics                       ,HUN     ,ROW   ,   0 ,     0 ,     1 , 11 ,    0
1908_london_olympics                       ,ITA     ,ROW   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,NED     ,ROW   ,   0 ,     0 ,     1 ,  4 ,    0
1908_london_olympics                       ,NOR     ,ROW   ,   0 ,     0 ,     0 ,  9 ,    0
1908_london_olympics                       ,BEL     ,SAL   ,   0 ,     1 ,     0 ,  3 ,    0
1908_london_olympics                       ,FRA     ,SAL   ,   0 ,     0 ,     1 ,  3 ,    0
1908_london_olympics                       ,GBR     ,SAL   ,   4 ,     1 ,     1 , 39 ,    1
1908_london_olympics                       ,NOR     ,SAL   ,   0 ,     0 ,     0 ,  5 ,    0
1908_london_olympics                       ,SWE     ,SAL   ,   0 ,     1 ,     0 , 13 ,    0
1908_london_olympics                       ,BEL     ,WPO   ,   0 ,     1 ,     0 ,  7 ,    0
1908_london_olympics                       ,GBR     ,WPO   ,   1 ,     0 ,     0 ,  7 ,    0
1908_london_olympics                       ,NED     ,WPO   ,   0 ,     0 ,     0 ,  7 ,    0
1908_london_olympics                       ,SWE     ,WPO   ,   0 ,     0 ,     1 ,  7 ,    0
1908_london_olympics                       ,BEL     ,WRE   ,   0 ,     0 ,     0 ,  4 ,    0
1908_london_olympics                       ,BOH     ,WRE   ,   0 ,     0 ,     0 ,  4 ,    0
1908_london_olympics                       ,CAN     ,WRE   ,   0 ,     0 ,     1 ,  1 ,    0
1908_london_olympics                       ,DEN     ,WRE   ,   0 ,     0 ,     3 , 10 ,    0
1908_london_olympics                       ,FIN     ,WRE   ,   1 ,     1 ,     1 ,  4 ,    0
1908_london_olympics                       ,GBR     ,WRE   ,   3 ,     4 ,     4 , 53 ,    0
1908_london_olympics                       ,GER     ,WRE   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,HUN     ,WRE   ,   1 ,     0 ,     0 ,  7 ,    0
1908_london_olympics                       ,ISL     ,WRE   ,   0 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,ITA     ,WRE   ,   1 ,     0 ,     0 ,  1 ,    0
1908_london_olympics                       ,NED     ,WRE   ,   0 ,     0 ,     0 ,  9 ,    0
1908_london_olympics                       ,NOR     ,WRE   ,   0 ,     1 ,     0 ,  1 ,    0
1908_london_olympics                       ,RUS     ,WRE   ,   0 ,     2 ,     0 ,  4 ,    0
1908_london_olympics                       ,SWE     ,WRE   ,   1 ,     1 ,     0 ,  9 ,    0
1908_london_olympics                       ,USA     ,WRE   ,   2 ,     0 ,     0 ,  6 ,    0
1908_london_olympics                       ,CAN     ,LAX   ,   1 ,     0 ,     0 , 12 ,    0
1908_london_olympics                       ,GBR     ,LAX   ,   0 ,     1 ,     0 , 12 ,    0
1908_london_olympics                       ,DEN     ,FBL   ,   0 ,     1 ,     0 , 13 ,    0
1908_london_olympics                       ,FRA     ,FBL   ,   0 ,     0 ,     0 , 22 ,    0
1908_london_olympics                       ,GBR     ,FBL   ,   1 ,     0 ,     0 , 11 ,    0
1908_london_olympics                       ,NED     ,FBL   ,   0 ,     0 ,     1 , 12 ,    0
1908_london_olympics                       ,SWE     ,FBL   ,   0 ,     0 ,     0 , 14 ,    0
1908_london_olympics                       ,FRA     ,ARC   ,   1 ,     1 ,     1 , 15 ,    0
1908_london_olympics                       ,GBR     ,ARC   ,   2 ,     2 ,     1 , 16 ,   25
1908_london_olympics                       ,USA     ,ARC   ,   0 ,     0 ,     1 ,  1 ,    0
1908_london_olympics                       ,FRA     ,HOC   ,   0 ,     0 ,     0 , 12 ,    0
1908_london_olympics                       ,GBR     ,HOC   ,   1 ,     1 ,     2 , 45 ,    0
1908_london_olympics                       ,GER     ,HOC   ,   0 ,     0 ,     0 , 11 ,    0
# 1908_london_olympics                     ,FRA     ,MBO   ,   1 ,     0 ,     0 ,  1 ,    0
# 1908_london_olympics                     ,GBR     ,MBO   ,   2 ,     0 ,     0 , 12 ,    1
# 1908_london_olympics                     ,GBR     ,JDP   ,   0 ,     1 ,     1 ,  9 ,    0
# 1908_london_olympics                     ,USA     ,JDP   ,   1 ,     0 ,     0 ,  2 ,    0
1908_london_olympics                       ,GBR     ,POL   ,   1 ,     2 ,     0 , 12 ,    0
1908_london_olympics                       ,GBR     ,RQT   ,   2 ,     2 ,     3 ,  7 ,    0
1908_london_olympics                       ,GBR     ,TOW   ,   1 ,     1 ,     1 , 24 ,    0
1908_london_olympics                       ,SWE     ,TOW   ,   0 ,     0 ,     0 ,  8 ,    0
1908_london_olympics                       ,USA     ,TOW   ,   0 ,     0 ,     0 ,  8 ,    0
1912_stockholm_olympics                    ,ANZ     ,ATH   ,   0 ,     0 ,     0 ,  5 ,    0
1912_stockholm_olympics                    ,AUT     ,ATH   ,   0 ,     0 ,     0 , 12 ,    0
1912_stockholm_olympics                    ,BEL     ,ATH   ,   0 ,     0 ,     0 ,  2 ,    0
1912_stockholm_olympics                    ,BOH     ,ATH   ,   0 ,     0 ,     0 , 11 ,    0
1912_stockholm_olympics                    ,CAN     ,ATH   ,   1 ,     2 ,     2 , 18 ,    0
1912_stockholm_olympics                    ,CHI     ,ATH   ,   0 ,     0 ,     0 ,  6 ,    0
1912_stockholm_olympics                    ,DEN     ,ATH   ,   0 ,     0 ,     0 , 14 ,    0
1912_stockholm_olympics                    ,FIN     ,ATH   ,   6 ,     4 ,     3 , 23 ,    0
1912_stockholm_olympics                    ,FRA     ,ATH   ,   0 ,     2 ,     0 , 25 ,    0
1912_stockholm_olympics                    ,GBR     ,ATH   ,   2 ,     1 ,     5 , 61 ,    0
1912_stockholm_olympics                    ,GER     ,ATH   ,   0 ,     2 ,     0 , 24 ,    0
1912_stockholm_olympics                    ,GRE     ,ATH   ,   1 ,     0 ,     1 ,  5 ,    0
1912_stockholm_olympics                    ,HUN     ,ATH   ,   0 ,     0 ,     1 , 25 ,    0
1912_stockholm_olympics                    ,ISL     ,ATH   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,ITA     ,ATH   ,   0 ,     0 ,     1 , 12 ,    0
1912_stockholm_olympics                    ,JPN     ,ATH   ,   0 ,     0 ,     0 ,  2 ,    0
1912_stockholm_olympics                    ,LUX     ,ATH   ,   0 ,     0 ,     0 ,  2 ,    0
1912_stockholm_olympics                    ,NED     ,ATH   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,NOR     ,ATH   ,   0 ,     1 ,     0 , 21 ,    0
1912_stockholm_olympics                    ,POR     ,ATH   ,   0 ,     0 ,     0 ,  3 ,    0
1912_stockholm_olympics                    ,RSA     ,ATH   ,   1 ,     1 ,     0 ,  7 ,    0
1912_stockholm_olympics                    ,RUS     ,ATH   ,   0 ,     0 ,     0 , 32 ,    0
1912_stockholm_olympics                    ,SRB     ,ATH   ,   0 ,     0 ,     0 ,  2 ,    0
1912_stockholm_olympics                    ,SUI     ,ATH   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,SWE     ,ATH   ,   3 ,     6 ,     6 ,107 ,    0
1912_stockholm_olympics                    ,TUR     ,ATH   ,   0 ,     0 ,     0 ,  2 ,    0
1912_stockholm_olympics                    ,USA     ,ATH   ,  16 ,    14 ,    12 ,109 ,    0
1912_stockholm_olympics                    ,ANZ     ,ROW   ,   0 ,     0 ,     0 , 10 ,    0
1912_stockholm_olympics                    ,AUT     ,ROW   ,   0 ,     0 ,     0 ,  6 ,    0
1912_stockholm_olympics                    ,BEL     ,ROW   ,   0 ,     1 ,     0 ,  6 ,    0
1912_stockholm_olympics                    ,BOH     ,ROW   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,CAN     ,ROW   ,   0 ,     0 ,     1 , 10 ,    0
1912_stockholm_olympics                    ,DEN     ,ROW   ,   1 ,     0 ,     1 , 15 ,    0
1912_stockholm_olympics                    ,FIN     ,ROW   ,   0 ,     0 ,     0 ,  6 ,    0
1912_stockholm_olympics                    ,FRA     ,ROW   ,   0 ,     0 ,     0 , 17 ,    0
1912_stockholm_olympics                    ,GBR     ,ROW   ,   2 ,     2 ,     0 , 24 ,    0
1912_stockholm_olympics                    ,GER     ,ROW   ,   1 ,     0 ,     1 , 25 ,    0
1912_stockholm_olympics                    ,HUN     ,ROW   ,   0 ,     0 ,     0 , 11 ,    0
1912_stockholm_olympics                    ,NOR     ,ROW   ,   0 ,     0 ,     2 , 24 ,    0
1912_stockholm_olympics                    ,RUS     ,ROW   ,   0 ,     0 ,     1 ,  1 ,    0
1912_stockholm_olympics                    ,SWE     ,ROW   ,   0 ,     1 ,     0 , 28 ,    0
1912_stockholm_olympics                    ,ANZ     ,SWM   ,   2 ,     2 ,     2 ,  7 ,    2
1912_stockholm_olympics                    ,AUT     ,SWM   ,   0 ,     0 ,     1 ,  3 ,    5
1912_stockholm_olympics                    ,BEL     ,SWM   ,   0 ,     0 ,     0 ,  4 ,    1
1912_stockholm_olympics                    ,CAN     ,SWM   ,   2 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,DEN     ,SWM   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,FIN     ,SWM   ,   0 ,     0 ,     0 ,  4 ,    2
1912_stockholm_olympics                    ,FRA     ,SWM   ,   0 ,     0 ,     0 ,  3 ,    0
1912_stockholm_olympics                    ,GBR     ,SWM   ,   1 ,     2 ,     3 , 12 ,    6
1912_stockholm_olympics                    ,GER     ,SWM   ,   2 ,     3 ,     2 , 13 ,    4
1912_stockholm_olympics                    ,GRE     ,SWM   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,HUN     ,SWM   ,   0 ,     0 ,     0 ,  8 ,    0
1912_stockholm_olympics                    ,ITA     ,SWM   ,   0 ,     0 ,     0 ,  2 ,    0
1912_stockholm_olympics                    ,NOR     ,SWM   ,   0 ,     0 ,     0 ,  4 ,    1
1912_stockholm_olympics                    ,RSA     ,SWM   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,RUS     ,SWM   ,   0 ,     0 ,     0 ,  4 ,    0
1912_stockholm_olympics                    ,SWE     ,SWM   ,   0 ,     1 ,     0 , 18 ,    6
1912_stockholm_olympics                    ,USA     ,SWM   ,   2 ,     1 ,     1 ,  7 ,    0
1912_stockholm_olympics                    ,ANZ     ,TEN   ,   0 ,     0 ,     1 ,  1 ,    0
1912_stockholm_olympics                    ,AUT     ,TEN   ,   0 ,     1 ,     0 ,  3 ,    0
1912_stockholm_olympics                    ,BOH     ,TEN   ,   0 ,     0 ,     0 ,  8 ,    0
1912_stockholm_olympics                    ,DEN     ,TEN   ,   0 ,     1 ,     0 ,  9 ,    1
1912_stockholm_olympics                    ,FRA     ,TEN   ,   3 ,     0 ,     2 ,  5 ,    1
1912_stockholm_olympics                    ,GBR     ,TEN   ,   2 ,     2 ,     2 ,  8 ,    3
1912_stockholm_olympics                    ,GER     ,TEN   ,   1 ,     1 ,     1 ,  6 ,    1
1912_stockholm_olympics                    ,HUN     ,TEN   ,   0 ,     0 ,     0 ,  4 ,    0
1912_stockholm_olympics                    ,NED     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,NOR     ,TEN   ,   0 ,     0 ,     1 ,  6 ,    1
1912_stockholm_olympics                    ,RSA     ,TEN   ,   2 ,     1 ,     0 ,  3 ,    0
1912_stockholm_olympics                    ,RUS     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    0
1912_stockholm_olympics                    ,SWE     ,TEN   ,   0 ,     2 ,     1 , 10 ,    6
1912_stockholm_olympics                    ,USA     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,AUT     ,CRD   ,   0 ,     0 ,     0 ,  6 ,    0
1912_stockholm_olympics                    ,BEL     ,CRD   ,   0 ,     0 ,     0 ,  1 ,    0
1912_stockholm_olympics                    ,BOH     ,CRD   ,   0 ,     0 ,     0 ,  5 ,    0
1912_stockholm_olympics                    ,CAN     ,CRD   ,   0 ,     0 ,     0 ,  2 ,    0
1912_stockholm_olympics                    ,CHI     ,CRD   ,   0 ,     0 ,     0 ,  4 ,    0
1912_stockholm_olympics                    ,DEN     ,CRD   ,   0 ,     0 ,     0 ,  8 ,    0
1912_stockholm_olympics                    ,FIN     ,CRD   ,   0 ,     0 ,     0 ,  5 ,    0
1912_stockholm_olympics                    ,FRA     ,CRD   ,   0 ,     0 ,     0 , 12 ,    0
