"code" ,"name"                                ,"flag"                                                                                                                                 ,"status"
"TCH"  ,"Czechoslovakia"                      ,"https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg"                                                   ,"historic"
"GDR"  ,"East Germany"                        ,"https://upload.wikimedia.org/wikipedia/commons/a/a1/Flag_of_East_Germany.svg"                                                         ,"historic"
"MAL"  ,"Malaya"                              ,"https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Malaya.svg"                                                               ,"historic"
"AHO"  ,"Netherlands Antilles"                ,"https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_Netherlands_Antilles_%281986%E2%80%932010%29.svg"                     ,"historic"
"NBO"  ,"North Borneo"                        ,"https://upload.wikimedia.org/wikipedia/commons/3/3a/Flag_of_North_Borneo_%281948%E2%80%931963%29.svg"                                 ,"historic"
"YAR"  ,"North Yemen"                         ,"https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_North_Yemen.svg"                                                          ,"historic"
"ROC"  ,"Republic of China"                   ,"https://upload.wikimedia.org/wikipedia/commons/7/72/Flag_of_the_Republic_of_China.svg"                                                ,"historic"
"RHO"  ,"Rhodesia"                            ,"https://upload.wikimedia.org/wikipedia/commons/0/02/Flag_of_Rhodesia_%281968%E2%80%931979%29.svg"                                     ,"historic"
"RU1"  ,"Russian Empire"                      ,"https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/320px-Flag_of_Russia.svg.png"                                 ,"historic"
"SAA"  ,"Saar"                                ,"https://upload.wikimedia.org/wikipedia/commons/2/2b/Flag_of_Saar_%281947%E2%80%931956%29.svg"                                         ,"historic"
"SCG"  ,"Serbia and Montenegro"               ,"https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_Serbia_and_Montenegro_%281992%E2%80%932006%29.svg"                        ,"historic"
"VNM"  ,"South Vietnam"                       ,"https://upload.wikimedia.org/wikipedia/commons/e/e9/Flag_of_South_Vietnam.svg"                                                        ,"historic"
"YMD"  ,"South Yemen"                         ,"https://upload.wikimedia.org/wikipedia/commons/d/db/Flag_of_South_Yemen.svg"                                                          ,"historic"
"URS"  ,"Soviet Union"                        ,"https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_the_Soviet_Union.svg"                                                     ,"historic"
"EUN"  ,"Unified Team"                        ,"https://upload.wikimedia.org/wikipedia/commons/a/a7/Olympic_flag.svg"                                                                 ,"historic"
"UAR"  ,"United Arab Republic"                ,"https://upload.wikimedia.org/wikipedia/commons/5/5f/Flag_of_the_United_Arab_Republic_%281958%E2%80%931971%29.svg"                     ,"historic"
"EUA"  ,"United Team of Germany"              ,"https://upload.wikimedia.org/wikipedia/commons/9/9a/German_Olympic_flag_%281959-1968%29.svg"                                          ,"historic"
"FRG"  ,"West Germany"                        ,"https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/320px-Flag_of_Germany.svg.png"                               ,"historic"
"YUG"  ,"Yugoslavia"                          ,"https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_Yugoslavia_%281946-1992%29.svg"                                           ,"historic"
