game,sport,code,"event",gold,silver,bronze
seoul-1988,athletics,ATH,"marathon women",POR,AUS,GDR
seoul-1988,athletics,ATH,"pole vault men",URS,URS,URS
seoul-1988,athletics,ATH,"shot put men",GDR,USA,SUI
seoul-1988,athletics,ATH,"shot put women",URS,GDR,CHN
seoul-1988,athletics,ATH,"triple jump men",BUL,URS,URS
seoul-1988,basketball,BKB,"basketball men",URS,YUG,USA
seoul-1988,basketball,BKB,"basketball women",USA,YUG,URS
seoul-1988,boxing,BOX,"48-51kg flyweight men",KOR,GDR,URS+MEX
seoul-1988,boxing,BOX,"48kg lightflyweight men",BUL,USA,HUN+PHI
seoul-1988,boxing,BOX,"51-54kg bantamweight men",USA,BUL,COL+THA
seoul-1988,boxing,BOX,"54-57kg featherweight men",ITA,ROU,MAR+KOR
seoul-1988,boxing,BOX,"57-60kg lightweight men",GDR,SWE,USA+MGL
seoul-1988,boxing,BOX,"60 - 63.5kg (light-welterweight) men",URS,AUS,SWE+FRG
seoul-1988,boxing,BOX,"63.5-67kg welterweight men",KEN,FRA,POL+USA
seoul-1988,boxing,BOX,"67  71kg lightmiddleweight men",KOR,USA,GBR+CAN
seoul-1988,boxing,BOX,"71-75kg men",GDR,CAN,KEN+PAK
seoul-1988,boxing,BOX,"75 - 81kg (light-heavyweight) men",USA,URS,YUG+POL
seoul-1988,boxing,BOX,"81-91kg heavyweight men",USA,KOR,POL+NED
seoul-1988,boxing,BOX,"91kg super heavyweight men",CAN,USA,URS+POL
seoul-1988,canoe-sprint,CSP,"C1 1000m canoe single men",URS,GDR,BUL
seoul-1988,canoe-sprint,CSP,"C1 500m canoe single men",GDR,URS,BUL
seoul-1988,canoe-sprint,CSP,"C2 1000m canoe double men",URS,GDR,POL
seoul-1988,canoe-sprint,CSP,"C2 500m canoe double men",URS,POL,FRA
seoul-1988,canoe-sprint,CSP,"K1 1000m kayak single men",USA,AUS,GDR
seoul-1988,canoe-sprint,CSP,"K1 500m kayak single men",HUN,GDR,NZL
seoul-1988,canoe-sprint,CSP,"K1 500m kayak single women",BUL,GDR,POL
seoul-1988,canoe-sprint,CSP,"K2 1000m kayak double men",USA,NZL,AUS
seoul-1988,canoe-sprint,CSP,"K2 500m kayak double men",NZL,URS,HUN
seoul-1988,canoe-sprint,CSP,"K2 500m kayak double women",GDR,BUL,NED
seoul-1988,canoe-sprint,CSP,"K4 1000m kayak four men",HUN,URS,GDR
seoul-1988,canoe-sprint,CSP,"K4 500m kayak four women",GDR,HUN,BUL
seoul-1988,cycling-road,CRD,"individual road race men",GDR,FRG,FRG
seoul-1988,cycling-road,CRD,"individual road race women",NED,FRG,URS
seoul-1988,cycling-road,CRD,"team time trial men",GDR,POL,SWE
seoul-1988,cycling-track,CTR,"1km time trial men",URS,AUS,FRG
seoul-1988,cycling-track,CTR,"Individual Pursuit men",URS,AUS,GDR
seoul-1988,cycling-track,CTR,"Points Race men",DEN,NED,URS
seoul-1988,cycling-track,CTR,"Sprint individual men",GDR,URS,AUS
seoul-1988,cycling-track,CTR,"Team Pursuit 4000m men",URS,GDR,AUS
seoul-1988,cycling-track,CTR,"sprint women",URS,GDR,USA
seoul-1988,diving,DIV,"10m platform men",USA,CHN,MEX
seoul-1988,diving,DIV,"10m platform women",CHN,USA,USA
seoul-1988,diving,DIV,"3m springboard men",USA,CHN,CHN
seoul-1988,diving,DIV,"3m springboard women",CHN,CHN,USA
seoul-1988,equestrian-dressage,EDR,"individual mixed",FRG,FRA,SUI
seoul-1988,equestrian-dressage,EDR,"team mixed",FRG,SUI,CAN
seoul-1988,equestrian-eventing,EVE,"individual mixed",NZL,GBR,GBR
seoul-1988,equestrian-eventing,EVE,"team mixed",FRG,GBR,NZL
seoul-1988,equestrian-jumping,EJP,"individual mixed",FRA,USA,FRG
seoul-1988,equestrian-jumping,EJP,"team mixed",FRG,USA,FRA
seoul-1988,fencing,FEN,"foil individual men",ITA,GDR,URS
seoul-1988,fencing,FEN,"foil individual women",FRG,FRG,FRG
seoul-1988,fencing,FEN,"foil team men",URS,FRG,HUN
seoul-1988,fencing,FEN,"foil team women",FRG,ITA,HUN
seoul-1988,fencing,FEN,"sabre individual men",FRA,POL,ITA
seoul-1988,fencing,FEN,"sabre team men",HUN,URS,ITA
seoul-1988,fencing,FEN,"épée individual men",FRG,FRA,URS
seoul-1988,fencing,FEN,"épée team men",FRA,FRG,URS
seoul-1988,football,FBL,"football men",URS,BRA,FRG
seoul-1988,gymnastics-artistic,GAR,"balance beam women",ROU,URS,USA+ROU
seoul-1988,gymnastics-artistic,GAR,"floor exercises men",URS,URS,CHN+JPN
seoul-1988,gymnastics-artistic,GAR,"floor exercises women",ROU,URS,BUL
seoul-1988,gymnastics-artistic,GAR,horizontal bar men,URS+URS,,GDR+ROU,
seoul-1988,gymnastics-artistic,GAR,"individual all-round men",URS,URS,URS
seoul-1988,gymnastics-artistic,GAR,"individual all-round women",URS,ROU,URS
seoul-1988,gymnastics-artistic,GAR,"parallel bars men",URS,URS,GDR
seoul-1988,gymnastics-artistic,GAR,pommel horse men,BUL+HUN+URS,,,
seoul-1988,gymnastics-artistic,GAR,rings men,GDR+URS,,GDR,
seoul-1988,gymnastics-artistic,GAR,"team competition men",URS,GDR,JPN
seoul-1988,gymnastics-artistic,GAR,"team competition women",URS,ROU,GDR
seoul-1988,gymnastics-artistic,GAR,"uneven bars women",ROU,GDR,URS
seoul-1988,gymnastics-artistic,GAR,"vault men",CHN,GDR,KOR
seoul-1988,gymnastics-artistic,GAR,"vault women",URS,ROU,ROU
seoul-1988,gymnastics-rhythmic,GRY,"individual all-round women",URS,BUL,URS
seoul-1988,handball,HBL,"handball men",URS,KOR,YUG
seoul-1988,handball,HBL,"handball women",KOR,NOR,URS
seoul-1988,hockey,HOC,"hockey men",GBR,FRG,NED
seoul-1988,hockey,HOC,"hockey women",AUS,KOR,NED
seoul-1988,judo,JUD,"- 60 kg men",KOR,USA,JPN+URS
seoul-1988,judo,JUD,"60 - 65kg (half-lightweight) men",KOR,POL,JPN+FRA
seoul-1988,judo,JUD,"65 - 71kg (lightweight) men",FRA,GDR,USA+URS
seoul-1988,judo,JUD,"71 - 78kg (half-middleweight) men",POL,FRG,GDR+URS
seoul-1988,judo,JUD,"78  86kg middleweight men",AUT,URS,NED+JPN
seoul-1988,judo,JUD,"86  95kg halfheavyweight men",BRA,FRG,GBR+BEL
seoul-1988,judo,JUD,"95kg heavyweight men",JPN,GDR,KOR+URS
seoul-1988,modern-pentathlon,MPN,"Individual competition men",HUN,ITA,URS
seoul-1988,modern-pentathlon,MPN,"team competition men",HUN,ITA,GBR
seoul-1988,rowing,ROW,"Quadruple Sculls Men",ITA,NOR,GDR
seoul-1988,rowing,ROW,"double sculls 2x men",NED,SUI,URS
seoul-1988,rowing,ROW,"double sculls 2x women",GDR,ROU,BUL
seoul-1988,rowing,ROW,"eight with coxswain 8 men",FRG,URS,USA
seoul-1988,rowing,ROW,"eight with coxswain 8 women",GDR,ROU,CHN
seoul-1988,rowing,ROW,"four without coxswain 4 men",GDR,USA,FRG
seoul-1988,rowing,ROW,"four-oared shell with coxswain men",GDR,ROU,NZL
seoul-1988,rowing,ROW,"fouroared shell with coxswain 4 women",GDR,CHN,ROU
seoul-1988,rowing,ROW,"pair without coxswain 2 men",GBR,ROU,YUG
seoul-1988,rowing,ROW,"pair without coxswain 2 women",ROU,BUL,NZL
seoul-1988,rowing,ROW,"pair-oared shell with coxswain men",ITA,GDR,GBR
seoul-1988,rowing,ROW,"quadruple sculls without coxsw women",GDR,URS,ROU
seoul-1988,rowing,ROW,"single sculls 1x men",GDR,FRG,NZL
seoul-1988,rowing,ROW,"single sculls 1x women",GDR,USA,BUL
seoul-1988,sailing,SAL,"470 - Two Person Dinghy men",FRA,URS,USA
seoul-1988,sailing,SAL,"470 - Two Person Dinghy women",USA,SWE,URS
seoul-1988,sailing,SAL,"Division II - Windsurfer men",NZL,AHO,USA
seoul-1988,sailing,SAL,"Finn - One Person Dinghy (Heavyweight) men",ESP,ISV,NZL
seoul-1988,sailing,SAL,"Tornado - Multihull mixed",FRA,NZL,BRA
seoul-1988,sailing,SAL,"fleetmatch race keelboat open Soling mixed",GDR,USA,DEN
seoul-1988,sailing,SAL,"flying dutchman mixed",DEN,NOR,CAN
seoul-1988,sailing,SAL,"twoperson keelboat open Star mixed",GBR,USA,BRA
seoul-1988,shooting,SHO,"10m air pistol 40 shots women",YUG,URS,URS
seoul-1988,shooting,SHO,"10m air pistol 60 shots men",BUL,USA,CHN
seoul-1988,shooting,SHO,"10m air rifle 40 shots women",URS,FRG,URS
seoul-1988,shooting,SHO,"10m air rifle 60 shots men",YUG,FRA,FRG
seoul-1988,shooting,SHO,"25m pistol 3030 shots women",URS,JPN,YUG
seoul-1988,shooting,SHO,"25m rapid fire pistol 60 shots men",URS,GDR,HUN
seoul-1988,shooting,SHO,"50m pistol 60 shots men",ROU,SWE,URS
seoul-1988,shooting,SHO,"50m rifle 3 positions 3x20 shots women",FRG,BUL,URS
seoul-1988,shooting,SHO,"50m rifle 3 positions 3x40 shots men",GBR,GBR,URS
seoul-1988,shooting,SHO,"50m rifle prone 60 shots men",TCH,KOR,HUN
seoul-1988,shooting,SHO,"50m running target 3030 shot men",NOR,CHN,URS
seoul-1988,shooting,SHO,"skeet (125 targets) men",GDR,CHI,ESP
seoul-1988,shooting,SHO,"trap 125 targets men",URS,TCH,BEL
seoul-1988,swimming,SWM,"100m backstroke men",JPN,USA,URS
seoul-1988,swimming,SWM,"100m backstroke women",GDR,HUN,GDR
seoul-1988,swimming,SWM,"100m breaststroke men",GBR,HUN,URS
seoul-1988,swimming,SWM,"100m breaststroke women",BUL,BUL,GDR
seoul-1988,swimming,SWM,"100m butterfly men",SUR,USA,GBR
seoul-1988,swimming,SWM,"100m butterfly women",GDR,GDR,CHN
seoul-1988,swimming,SWM,"100m freestyle men",USA,USA,FRA
seoul-1988,swimming,SWM,"100m freestyle women",GDR,CHN,FRA
seoul-1988,swimming,SWM,"1500m freestyle men",URS,FRG,GDR
seoul-1988,swimming,SWM,"200m backstroke men",URS,GDR,NZL
seoul-1988,swimming,SWM,"200m backstroke women",HUN,GDR,GDR
seoul-1988,swimming,SWM,"200m breaststroke men",HUN,GBR,ESP
seoul-1988,swimming,SWM,"200m breaststroke women",GDR,CHN,BUL
seoul-1988,swimming,SWM,"200m butterfly men",FRG,DEN,NZL
seoul-1988,swimming,SWM,"200m butterfly women",GDR,GDR,USA
seoul-1988,swimming,SWM,"200m freestyle men",AUS,SWE,USA
seoul-1988,swimming,SWM,"200m freestyle women",GDR,CRC,GDR
seoul-1988,swimming,SWM,"200m individual medley men",HUN,GDR,URS
seoul-1988,swimming,SWM,"200m individual medley women",GDR,URS,ROU
seoul-1988,swimming,SWM,"400m freestyle men",GDR,AUS,POL
seoul-1988,swimming,SWM,"400m freestyle women",USA,GDR,GDR
seoul-1988,swimming,SWM,"400m individual medley men",HUN,USA,ITA
seoul-1988,swimming,SWM,"400m individual medley women",USA,ROU,GDR
seoul-1988,swimming,SWM,"4x100m freestyle relay men",USA,URS,GDR
seoul-1988,swimming,SWM,"4x100m freestyle relay women",GDR,NED,USA
seoul-1988,swimming,SWM,"4x100m medley relay men",USA,CAN,URS
seoul-1988,swimming,SWM,"4x100m medley relay women",GDR,USA,CAN
seoul-1988,swimming,SWM,"4x200m freestyle relay men",USA,GDR,FRG
seoul-1988,swimming,SWM,"50m freestyle men",USA,USA,URS
seoul-1988,swimming,SWM,"50m freestyle women",GDR,CHN,GDR+USA
seoul-1988,swimming,SWM,"800m freestyle women",USA,GDR,AUS
seoul-1988,synchronized-swimming,SWA,"Duet Women",CAN,USA,JPN
seoul-1988,synchronized-swimming,SWA,"solo women",CAN,USA,JPN
seoul-1988,table-tennis,TTE,"Singles men",KOR,KOR,SWE
seoul-1988,table-tennis,TTE,"Singles women",CHN,CHN,CHN
seoul-1988,table-tennis,TTE,"doubles men",CHN,YUG,KOR
seoul-1988,table-tennis,TTE,"doubles women",KOR,CHN,YUG
seoul-1988,tennis,TEN,"Singles men",TCH,USA,SWE+USA
seoul-1988,tennis,TEN,"Singles women",FRG,ARG,USA+BUL
seoul-1988,tennis,TEN,"doubles men",USA,ESP,TCH+SWE
seoul-1988,tennis,TEN,"doubles women",USA,TCH,AUS+FRG
seoul-1988,volleyball,VVO,"volleyball men",USA,URS,ARG
seoul-1988,volleyball,VVO,"volleyball women",URS,PER,CHN
seoul-1988,water-polo,WPO,"water polo men",YUG,USA,URS
seoul-1988,weightlifting,WLF,"- 52kg (flyweight) men",BUL,KOR,CHN
seoul-1988,weightlifting,WLF,"100  110kg heavyweight men",URS,HUN,GDR
seoul-1988,weightlifting,WLF,"110kg super heavyweight men",URS,FRG,FRG
seoul-1988,weightlifting,WLF,"56 - 60kg (featherweight) men",TUR,BUL,CHN
seoul-1988,weightlifting,WLF,"56kg bantamweight men",URS,CHN,CHN
seoul-1988,weightlifting,WLF,"60 - 67.5kg (lightweight) men",GDR,URS,CHN
seoul-1988,weightlifting,WLF,"67.5-75kg middleweight men",BUL,GDR,BUL
seoul-1988,weightlifting,WLF,"75  825kg lightheavyweight men",URS,HUN,KOR
seoul-1988,weightlifting,WLF,"82.5 - 90kg (middle-heavyweight) men",URS,URS,POL
seoul-1988,weightlifting,WLF,"90  100kg firstheavyweight men",URS,ROU,FRG
seoul-1988,wrestling,WRE,"Bantamweight, Freestyle (≤57 kilograms) Men",URS,IRI,KOR
seoul-1988,wrestling,WRE,"Bantamweight, Greco-Roman (≤57 kilograms) Men",HUN,BUL,GRE
seoul-1988,wrestling,WRE,"Featherweight, Freestyle (≤62 kilograms) Men",USA,URS,BUL
seoul-1988,wrestling,WRE,"Featherweight, Greco-Roman (≤62 kilograms) Men",URS,BUL,KOR
seoul-1988,wrestling,WRE,"Flyweight, Freestyle (≤52 kilograms) Men",JPN,YUG,URS
seoul-1988,wrestling,WRE,"Flyweight, Greco-Roman (≤52 kilograms) Men",NOR,JPN,KOR
seoul-1988,wrestling,WRE,"Heavyweight, Freestyle (≤100 kilograms) Men",ROU,URS,USA
seoul-1988,wrestling,WRE,"Heavyweight, Greco-Roman (≤100 kilograms) Men",POL,FRG,USA
seoul-1988,wrestling,WRE,"Light-Flyweight, Freestyle (≤48 kilograms) Men",JPN,BUL,URS
seoul-1988,wrestling,WRE,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",ITA,POL,BUL
seoul-1988,wrestling,WRE,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",URS,JPN,KOR
seoul-1988,wrestling,WRE,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",BUL,FIN,URS
seoul-1988,wrestling,WRE,"Lightweight, Freestyle (≤68 kilograms) Men",URS,KOR,USA
seoul-1988,wrestling,WRE,"Lightweight, Greco-Roman (≤68 kilograms) Men",URS,KOR,FIN
seoul-1988,wrestling,WRE,"Middleweight, Freestyle (≤82 kilograms) Men",KOR,TUR,TCH
seoul-1988,wrestling,WRE,"Middleweight, Greco-Roman (≤82 kilograms) Men",URS,HUN,KOR
seoul-1988,wrestling,WRE,"Super-Heavyweight, Freestyle (≤130 kilograms) Men",URS,USA,GDR
seoul-1988,wrestling,WRE,"Super-Heavyweight, Greco-Roman (≤130 kilograms) Men",URS,BUL,SWE
seoul-1988,wrestling,WRE,"Welterweight, Freestyle (≤74 kilograms) Men",USA,URS,BUL
seoul-1988,wrestling,WRE,"Welterweight, Greco-Roman (≤74 kilograms) Men",KOR,URS,POL
calgary-1988,alpine-skiing,ALP,"alpine combined men",AUT,AUT,SUI
calgary-1988,alpine-skiing,ALP,"alpine combined women",AUT,SUI,SUI
calgary-1988,alpine-skiing,ALP,"downhill men",SUI,SUI,FRA
calgary-1988,alpine-skiing,ALP,"downhill women",FRG,SUI,CAN
calgary-1988,alpine-skiing,ALP,"giant slalom men",ITA,AUT,SUI
calgary-1988,alpine-skiing,ALP,"giant slalom women",SUI,FRG,SUI
calgary-1988,alpine-skiing,ALP,"slalom men",ITA,FRG,LIE
calgary-1988,alpine-skiing,ALP,"slalom women",SUI,YUG,FRG
calgary-1988,alpine-skiing,ALP,"super-G men",FRA,AUT,SWE
calgary-1988,alpine-skiing,ALP,"super-G women",AUT,SUI,CAN
calgary-1988,biathlon,BTH,"10km men",GDR,URS,URS
calgary-1988,biathlon,BTH,"20km men",GDR,URS,ITA
calgary-1988,biathlon,BTH,"4x75km relay men",URS,FRG,ITA
calgary-1988,bobsleigh,BOB,"four-man men",SUI,GDR,URS
calgary-1988,bobsleigh,BOB,"two-man men",URS,GDR,GDR
calgary-1988,cross-country-skiing,CCS,"10km women",URS,URS,FIN
calgary-1988,cross-country-skiing,CCS,"15km men",URS,NOR,URS
calgary-1988,cross-country-skiing,CCS,"20km women",URS,URS,URS
calgary-1988,cross-country-skiing,CCS,"30km mass start men",URS,URS,NOR
calgary-1988,cross-country-skiing,CCS,"50km men",SWE,ITA,SUI
calgary-1988,cross-country-skiing,CCS,"5km women",FIN,URS,URS
calgary-1988,cross-country-skiing,CCS,"Relay 4x10km men",SWE,URS,TCH
calgary-1988,cross-country-skiing,CCS,"Relay 4x5km women",URS,NOR,FIN
calgary-1988,figure-skating,FSK,"Ice dancing mixed",URS,URS,CAN
calgary-1988,figure-skating,FSK,"Individual men",USA,CAN,URS
calgary-1988,figure-skating,FSK,"Individual women",GDR,CAN,USA
calgary-1988,figure-skating,FSK,"Pairs mixed",URS,URS,USA
calgary-1988,ice-hockey,IHO,"ice hockey men",URS,FIN,SWE
calgary-1988,luge,LUG,"Doubles mixed",GDR,GDR,FRG
calgary-1988,luge,LUG,"Singles men",GDR,FRG,URS
calgary-1988,luge,LUG,"Singles women",GDR,GDR,GDR
calgary-1988,nordic-combined,NCB,"Individual men",SUI,AUT,URS
calgary-1988,nordic-combined,NCB,"Team men",FRG,SUI,AUT
calgary-1988,ski-jumping,SJP,"Large Hill Individual men",FIN,NOR,YUG
calgary-1988,ski-jumping,SJP,"Normal Hill Individual men",FIN,TCH,TCH
calgary-1988,ski-jumping,SJP,"Teams men",FIN,YUG,NOR
calgary-1988,speed-skating,SSK,"10000m men",SWE,AUT,NED
calgary-1988,speed-skating,SSK,"1000m men",URS,GDR,URS
calgary-1988,speed-skating,SSK,"1000m women",GDR,GDR,USA
calgary-1988,speed-skating,SSK,"1500m men",GDR,USA,AUT
calgary-1988,speed-skating,SSK,"1500m women",NED,GDR,GDR
calgary-1988,speed-skating,SSK,"3000m women",NED,GDR,GDR
calgary-1988,speed-skating,SSK,"5000m men",SWE,NED,NED
calgary-1988,speed-skating,SSK,"5000m women",NED,GDR,GDR
calgary-1988,speed-skating,SSK,"500m men",GDR,NED,JPN
calgary-1988,speed-skating,SSK,"500m women",USA,GDR,GDR
los-angeles-1984,archery,ARC,"individual FITA round men",USA,USA,JPN
los-angeles-1984,archery,ARC,"individual FITA round women",KOR,CHN,KOR
los-angeles-1984,athletics,ATH,"10000m men",ITA,GBR,KEN
los-angeles-1984,athletics,ATH,"100m hurdles women",USA,GBR,FRA+USA
los-angeles-1984,athletics,ATH,"100m men",USA,USA,CAN
los-angeles-1984,athletics,ATH,"100m women",USA,USA,JAM
los-angeles-1984,athletics,ATH,"110m hurdles men",USA,USA,FIN
los-angeles-1984,athletics,ATH,"1500m men",GBR,GBR,ESP
los-angeles-1984,athletics,ATH,"1500m women",ITA,ROU,ROU
los-angeles-1984,athletics,ATH,"200m men",USA,USA,USA
los-angeles-1984,athletics,ATH,"200m women",USA,USA,JAM
los-angeles-1984,athletics,ATH,"20km walk men",MEX,MEX,ITA
los-angeles-1984,athletics,ATH,"3000m steeplechase men",KEN,FRA,USA
los-angeles-1984,athletics,ATH,"3000m women",ROU,GBR,CAN
los-angeles-1984,athletics,ATH,"400m hurdles men",USA,USA,FRG
los-angeles-1984,athletics,ATH,"400m hurdles women",MAR,USA,ROU
los-angeles-1984,athletics,ATH,"400m men",USA,CIV,USA
los-angeles-1984,athletics,ATH,"400m women",USA,USA,GBR
los-angeles-1984,athletics,ATH,"4x100m relay men",USA,JAM,CAN
los-angeles-1984,athletics,ATH,"4x100m relay women",USA,CAN,GBR
los-angeles-1984,athletics,ATH,"4x400m relay men",USA,GBR,NGR
los-angeles-1984,athletics,ATH,"4x400m relay women",USA,CAN,FRG
los-angeles-1984,athletics,ATH,"5000m men",MAR,SUI,POR
los-angeles-1984,athletics,ATH,"50km walk men",MEX,SWE,ITA
los-angeles-1984,athletics,ATH,"800m men",BRA,GBR,USA
los-angeles-1984,athletics,ATH,"800m women",ROU,USA,ROU
los-angeles-1984,athletics,ATH,"decathlon men",GBR,FRG,FRG
los-angeles-1984,athletics,ATH,"discus throw men",FRG,USA,USA
los-angeles-1984,athletics,ATH,"discus throw women",NED,USA,ROU
los-angeles-1984,athletics,ATH,"hammer throw men",FIN,FRG,FRG
los-angeles-1984,athletics,ATH,"heptathlon women",AUS,USA,FRG
los-angeles-1984,athletics,ATH,"high jump men",FRG,SWE,CHN
los-angeles-1984,athletics,ATH,"high jump women",FRG,ITA,USA
los-angeles-1984,athletics,ATH,"javelin throw men",FIN,GBR,SWE
los-angeles-1984,athletics,ATH,"javelin throw women",GBR,FIN,GBR
los-angeles-1984,athletics,ATH,"long jump men",USA,AUS,ITA
los-angeles-1984,athletics,ATH,"long jump women",ROU,ROU,GBR
los-angeles-1984,athletics,ATH,"marathon men",POR,IRL,GBR
los-angeles-1984,athletics,ATH,"marathon women",USA,NOR,POR
los-angeles-1984,athletics,ATH,"pole vault men",FRA,USA,FRA+USA
los-angeles-1984,athletics,ATH,"shot put men",ITA,USA,USA
los-angeles-1984,athletics,ATH,"shot put women",FRG,ROU,AUS
los-angeles-1984,athletics,ATH,"triple jump men",USA,USA,GBR
los-angeles-1984,basketball,BKB,"basketball men",USA,ESP,YUG
los-angeles-1984,basketball,BKB,"basketball women",USA,KOR,CHN
los-angeles-1984,boxing,BOX,"48-51kg flyweight men",USA,YUG,KEN+TUR
los-angeles-1984,boxing,BOX,"48kg lightflyweight men",USA,ITA,VEN+ZAM
los-angeles-1984,boxing,BOX,"51-54kg bantamweight men",ITA,MEX,CAN+DOM
los-angeles-1984,boxing,BOX,"54-57kg featherweight men",USA,NGR,TUR+VEN
los-angeles-1984,boxing,BOX,"57-60kg lightweight men",USA,PUR,CMR+KOR
los-angeles-1984,boxing,BOX,"60-63.5kg lightwelterweigh men",USA,THA,YUG+ROU
los-angeles-1984,boxing,BOX,"63.5-67kg welterweight men",USA,KOR,FIN+ITA
los-angeles-1984,boxing,BOX,"67-71kg lightmiddleweight men",USA,CAN,FRA+FRG
los-angeles-1984,boxing,BOX,"71-75kg men",KOR,USA,ALG+PUR
los-angeles-1984,boxing,BOX,"75-81kg lightheavyweight men",YUG,NZL,USA+ALG
los-angeles-1984,boxing,BOX,"81-91kg heavyweight men",USA,CAN,ITA+NED
los-angeles-1984,boxing,BOX,"91kg super heavyweight men",USA,ITA,GBR+YUG
los-angeles-1984,canoe-sprint,CSP,"C1 1000m canoe single men",FRG,CAN,DEN
los-angeles-1984,canoe-sprint,CSP,"C1 500m canoe single men",CAN,DEN,ROU
los-angeles-1984,canoe-sprint,CSP,"C2 1000m canoe double men",ROU,YUG,FRA
los-angeles-1984,canoe-sprint,CSP,"C2 500m canoe double men",YUG,ROU,ESP
los-angeles-1984,canoe-sprint,CSP,"K1 1000m kayak single men",NZL,YUG,USA
los-angeles-1984,canoe-sprint,CSP,"K1 500m kayak single men",NZL,SWE,FRA
los-angeles-1984,canoe-sprint,CSP,"K1 500m kayak single women",SWE,FRG,NED
los-angeles-1984,canoe-sprint,CSP,"K2 1000m kayak double men",CAN,FRA,AUS
los-angeles-1984,canoe-sprint,CSP,"K2 500m kayak double men",NZL,SWE,CAN
los-angeles-1984,canoe-sprint,CSP,"K2 500m kayak double women",SWE,CAN,FRG
los-angeles-1984,canoe-sprint,CSP,"K4 1000m kayak four men",NZL,SWE,FRA
los-angeles-1984,canoe-sprint,CSP,"K4 500m kayak four women",ROU,SWE,CAN
los-angeles-1984,cycling-road,CRD,"individual road race men",USA,CAN,NOR
los-angeles-1984,cycling-road,CRD,"individual road race women",USA,USA,FRG
los-angeles-1984,cycling-road,CRD,"team time trial men",ITA,SUI,USA
los-angeles-1984,cycling-track,CTR,"1km time trial men",FRG,CAN,FRA
los-angeles-1984,cycling-track,CTR,"Individual Pursuit men",USA,FRG,USA
los-angeles-1984,cycling-track,CTR,"Points Race men",BEL,FRG,MEX
los-angeles-1984,cycling-track,CTR,"Sprint individual men",USA,USA,JPN
los-angeles-1984,cycling-track,CTR,"Team Pursuit 4000m men",AUS,USA,FRG
los-angeles-1984,diving,DIV,"10m platform men",USA,USA,CHN
los-angeles-1984,diving,DIV,"10m platform women",CHN,USA,USA
los-angeles-1984,diving,DIV,"3m springboard men",USA,CHN,USA
los-angeles-1984,diving,DIV,"3m springboard women",CAN,USA,USA
los-angeles-1984,equestrian-dressage,EDR,"individual mixed",FRG,DEN,SUI
los-angeles-1984,equestrian-dressage,EDR,"team mixed",FRG,SUI,SWE
los-angeles-1984,equestrian-eventing,EVE,"individual mixed",NZL,USA,GBR
los-angeles-1984,equestrian-eventing,EVE,"team mixed",USA,GBR,FRG
los-angeles-1984,equestrian-jumping,EJP,"individual mixed",USA,USA,SUI
los-angeles-1984,equestrian-jumping,EJP,"team mixed",USA,GBR,FRG
los-angeles-1984,fencing,FEN,"foil individual men",ITA,FRG,ITA
los-angeles-1984,fencing,FEN,"foil individual women",CHN,FRG,ITA
los-angeles-1984,fencing,FEN,"foil team men",ITA,FRG,FRA
los-angeles-1984,fencing,FEN,"foil team women",FRG,ROU,FRA
los-angeles-1984,fencing,FEN,"sabre individual men",FRA,ITA,USA
los-angeles-1984,fencing,FEN,"sabre team men",ITA,FRA,ROU
los-angeles-1984,fencing,FEN,"épée individual men",FRA,SWE,FRA
los-angeles-1984,fencing,FEN,"épée team men",FRG,FRA,ITA
los-angeles-1984,football,FBL,"football men",FRA,BRA,YUG
los-angeles-1984,gymnastics-artistic,GAR,balance beam women,ROU+ROU,,USA,
los-angeles-1984,gymnastics-artistic,GAR,"floor exercises men",CHN,CHN,JPN+FRA
los-angeles-1984,gymnastics-artistic,GAR,"floor exercises women",ROU,USA,USA
los-angeles-1984,gymnastics-artistic,GAR,"horizontal bar men",JPN,CHN,JPN
los-angeles-1984,gymnastics-artistic,GAR,"individual all-round men",JPN,USA,CHN
los-angeles-1984,gymnastics-artistic,GAR,"individual all-round women",USA,ROU,ROU
los-angeles-1984,gymnastics-artistic,GAR,"parallel bars men",USA,JPN,USA
los-angeles-1984,gymnastics-artistic,GAR,pommel horse men,CHN+USA,,USA,
los-angeles-1984,gymnastics-artistic,GAR,rings men,JPN+CHN,,USA,
los-angeles-1984,gymnastics-artistic,GAR,"team competition men",USA,CHN,JPN
los-angeles-1984,gymnastics-artistic,GAR,"team competition women",ROU,USA,CHN
los-angeles-1984,gymnastics-artistic,GAR,uneven bars women,CHN+USA,,USA,
los-angeles-1984,gymnastics-artistic,GAR,vault men,CHN,CHN+JPN+JPN+USA,,
los-angeles-1984,gymnastics-artistic,GAR,"vault women",ROU,USA,ROU
los-angeles-1984,gymnastics-rhythmic,GRY,"individual all-round women",CAN,ROU,FRG
los-angeles-1984,handball,HBL,"handball men",YUG,FRG,ROU
los-angeles-1984,handball,HBL,"handball women",YUG,KOR,CHN
los-angeles-1984,hockey,HOC,"hockey men",PAK,FRG,GBR
los-angeles-1984,hockey,HOC,"hockey women",NED,FRG,USA
los-angeles-1984,judo,JUD,"- 60 kg men",JPN,KOR,GBR+USA
los-angeles-1984,judo,JUD,"60 - 65kg (half-lightweight) men",JPN,KOR,FRA+AUT
