game,sport,code,"event",gold,silver,bronze
athens-2004,shooting,SHO,"50m pistol 60 shots men",RUS,KOR,PRK
athens-2004,shooting,SHO,"50m rifle 3 positions 3x20 shots women",RUS,ITA,CHN
athens-2004,shooting,SHO,"50m rifle 3 positions 3x40 shots men",CHN,USA,AUT
athens-2004,shooting,SHO,"50m rifle prone 60 shots men",USA,GER,BLR
athens-2004,shooting,SHO,"double trap 120 targets women",USA,KOR,CHN
athens-2004,shooting,SHO,"double trap 150 targets men",UAE,IND,CHN
athens-2004,shooting,SHO,"skeet (125 targets) men",ITA,FIN,CUB
athens-2004,shooting,SHO,"skeet 75 targets women",HUN,CHN,AZE
athens-2004,shooting,SHO,"trap 125 targets men",RUS,ITA,AUS
athens-2004,shooting,SHO,"trap 75 targets women",AUS,ESP,KOR
athens-2004,softball,SBL,"softball women",USA,AUS,JPN
athens-2004,swimming,SWM,"100m backstroke men",USA,AUT,JPN
athens-2004,swimming,SWM,"100m backstroke women",USA,ZIM,FRA
athens-2004,swimming,SWM,"100m breaststroke men",JPN,USA,FRA
athens-2004,swimming,SWM,"100m breaststroke women",CHN,AUS,AUS
athens-2004,swimming,SWM,"100m butterfly men",USA,USA,UKR
athens-2004,swimming,SWM,"100m butterfly women",AUS,POL,NED
athens-2004,swimming,SWM,"100m freestyle men",NED,RSA,AUS
athens-2004,swimming,SWM,"100m freestyle women",AUS,NED,USA
athens-2004,swimming,SWM,"1500m freestyle men",AUS,USA,GBR
athens-2004,swimming,SWM,"200m backstroke men",USA,AUT,ROU
athens-2004,swimming,SWM,"200m backstroke women",ZIM,RUS,JPN+GER
athens-2004,swimming,SWM,"200m breaststroke men",JPN,HUN,USA
athens-2004,swimming,SWM,"200m breaststroke women",USA,AUS,GER
athens-2004,swimming,SWM,"200m butterfly men",USA,JPN,GBR
athens-2004,swimming,SWM,"200m butterfly women",POL,AUS,JPN
athens-2004,swimming,SWM,"200m freestyle men",AUS,NED,USA
athens-2004,swimming,SWM,"200m freestyle women",ROU,ITA,FRA
athens-2004,swimming,SWM,"200m individual medley men",USA,USA,TTO
athens-2004,swimming,SWM,"200m individual medley women",UKR,USA,ZIM
athens-2004,swimming,SWM,"400m freestyle men",AUS,AUS,USA
athens-2004,swimming,SWM,"400m freestyle women",FRA,POL,USA
athens-2004,swimming,SWM,"400m individual medley men",USA,USA,HUN
athens-2004,swimming,SWM,"400m individual medley women",UKR,USA,ARG
athens-2004,swimming,SWM,"4x100m freestyle relay men",RSA,NED,USA
athens-2004,swimming,SWM,"4x100m freestyle relay women",AUS,USA,NED
athens-2004,swimming,SWM,"4x100m medley relay men",USA,GER,JPN
athens-2004,swimming,SWM,"4x100m medley relay women",AUS,USA,GER
athens-2004,swimming,SWM,"4x200m freestyle relay men",USA,AUS,ITA
athens-2004,swimming,SWM,"4x200m freestyle relay women",USA,CHN,GER
athens-2004,swimming,SWM,"50m freestyle men",USA,CRO,RSA
athens-2004,swimming,SWM,"50m freestyle women",NED,FRA,AUS
athens-2004,swimming,SWM,"800m freestyle women",JPN,FRA,USA
athens-2004,synchronized-swimming,SWA,"duet women",RUS,JPN,USA
athens-2004,synchronized-swimming,SWA,"team women",RUS,JPN,USA
athens-2004,table-tennis,TTE,"Singles men",KOR,CHN,CHN
athens-2004,table-tennis,TTE,"Singles women",CHN,PRK,KOR
athens-2004,table-tennis,TTE,"doubles men",CHN,HKG,DEN
athens-2004,table-tennis,TTE,"doubles women",CHN,KOR,CHN
athens-2004,taekwondo,TKW,"49 - 57 kg women",KOR,USA,MEX
athens-2004,taekwondo,TKW,"57 - 67 kg women",CHN,GRE,KOR
athens-2004,taekwondo,TKW,"58 - 68 kg men",IRI,TPE,KOR
athens-2004,taekwondo,TKW,"67 kg women",CHN,FRA,VEN
athens-2004,taekwondo,TKW,"68 - 80 kg men",USA,TUR,IRI
athens-2004,taekwondo,TKW,"80 kg men",KOR,GRE,FRA
athens-2004,taekwondo,TKW,"Athens 2004 Taekwondo - 49 kg women",TPE,CUB,THA
athens-2004,taekwondo,TKW,"Athens 2004 Taekwondo - 58 kg men",TPE,MEX,EGY
athens-2004,tennis,TEN,"Singles men",CHI,USA,CHI
athens-2004,tennis,TEN,"Singles women",BEL,FRA,AUS
athens-2004,tennis,TEN,"doubles men",CHI,GER,CRO
athens-2004,tennis,TEN,"doubles women",CHN,ESP,ARG
athens-2004,trampoline,GTR,"Individual men",UKR,RUS,GER
athens-2004,trampoline,GTR,"Individual women",GER,CAN,CHN
athens-2004,triathlon,TRI,"Individual men",NZL,NZL,SUI
athens-2004,triathlon,TRI,"Individual women",AUT,AUS,USA
athens-2004,volleyball,VVO,"volleyball men",BRA,ITA,RUS
athens-2004,volleyball,VVO,"volleyball women",CHN,RUS,CUB
athens-2004,water-polo,WPO,"water polo men",HUN,SCG,RUS
athens-2004,water-polo,WPO,"water polo women",ITA,GRE,USA
athens-2004,weightlifting,WLF,"+75kg women",CHN,KOR,POL
athens-2004,weightlifting,WLF,"105kg heavyweight men",RUS,UKR,RUS
athens-2004,weightlifting,WLF,"105kg superheavyweight men",IRI,LAT,BUL
athens-2004,weightlifting,WLF,"48kg women",TUR,CHN,THA
athens-2004,weightlifting,WLF,"53kg women",THA,INA,COL
athens-2004,weightlifting,WLF,"56kg bantamweight men",TUR,CHN,TUR
athens-2004,weightlifting,WLF,"58kg women",CHN,PRK,THA
athens-2004,weightlifting,WLF,"62kg featherweight men",CHN,CHN,VEN
athens-2004,weightlifting,WLF,"63kg women",UKR,BLR,BLR
athens-2004,weightlifting,WLF,"69kg men",CHN,KOR,CRO
athens-2004,weightlifting,WLF,"69kg women",CHN,HUN,RUS
athens-2004,weightlifting,WLF,"75kg women",THA,RUS,RUS
athens-2004,weightlifting,WLF,"77kg men",TUR,KAZ,TUR
athens-2004,weightlifting,WLF,"85kg men",GEO,BLR,GRE
athens-2004,weightlifting,WLF,"94kg men",BUL,RUS,RUS
athens-2004,wrestling,WRE,"Featherweight, Freestyle (≤55 kilograms) Men",RUS,USA,JPN
athens-2004,wrestling,WRE,"Featherweight, Greco-Roman (≤55 kilograms) Men",HUN,RUS,GRE
athens-2004,wrestling,WRE,"Flyweight, Freestyle (≤48 kilograms) Women",UKR,JPN,USA
athens-2004,wrestling,WRE,"Heavyweight, Freestyle (≤72 kilograms) Women",CHN,RUS,JPN
athens-2004,wrestling,WRE,"Heavyweight, Freestyle (≤96 kilograms) Men",RUS,UZB,IRI
athens-2004,wrestling,WRE,"Heavyweight, Greco-Roman (≤96 kilograms) Men",EGY,GEO,TUR
athens-2004,wrestling,WRE,"Light-Heavyweight, Freestyle (≤84 kilograms) Men",USA,KOR,RUS
athens-2004,wrestling,WRE,"Light-Heavyweight, Greco-Roman (≤84 kilograms) Men",RUS,SWE,BLR
athens-2004,wrestling,WRE,"Lightweight, Freestyle (≤55 kilograms) Women",JPN,CAN,FRA
athens-2004,wrestling,WRE,"Lightweight, Freestyle (≤60 kilograms) Men",CUB,IRI,JPN
athens-2004,wrestling,WRE,"Lightweight, Greco-Roman (≤60 kilograms) Men",KOR,CUB,BUL
athens-2004,wrestling,WRE,"Middleweight, Freestyle (≤63 kilograms) Women",JPN,USA,FRA
athens-2004,wrestling,WRE,"Middleweight, Freestyle (≤74 kilograms) Men",RUS,KAZ,CUB
athens-2004,wrestling,WRE,"Middleweight, Greco-Roman (≤74 kilograms) Men",UZB,FIN,RUS
athens-2004,wrestling,WRE,"Super-Heavyweight, Freestyle (≤120 kilograms) Men",UZB,IRI,TUR
athens-2004,wrestling,WRE,"Super-Heavyweight, Greco-Roman (≤120 kilograms) Men",RUS,KAZ,USA
athens-2004,wrestling,WRE,"Welterweight, Freestyle (≤66 kilograms) Men",UKR,USA,RUS
athens-2004,wrestling,WRE,"Welterweight, Greco-Roman (≤66 kilograms) Men",AZE,TUR,KAZ
salt-lake-city-2002,alpine-skiing,ALP,"alpine combined men",NOR,USA,AUT
salt-lake-city-2002,alpine-skiing,ALP,"alpine combined women",CRO,AUT,GER
salt-lake-city-2002,alpine-skiing,ALP,"downhill men",AUT,NOR,AUT
salt-lake-city-2002,alpine-skiing,ALP,"downhill women",FRA,ITA,AUT
salt-lake-city-2002,alpine-skiing,ALP,"giant slalom men",AUT,USA,NOR
salt-lake-city-2002,alpine-skiing,ALP,"giant slalom women",CRO,SWE,SUI
salt-lake-city-2002,alpine-skiing,ALP,"slalom men",FRA,FRA,AUT
salt-lake-city-2002,alpine-skiing,ALP,"slalom women",CRO,FRA,SWE
salt-lake-city-2002,alpine-skiing,ALP,"super-G men",NOR,AUT,AUT
salt-lake-city-2002,alpine-skiing,ALP,"super-G women",ITA,CRO,ITA
salt-lake-city-2002,biathlon,BTH,"10km men",NOR,GER,AUT
salt-lake-city-2002,biathlon,BTH,"10km pursuit women",RUS,GER,BUL
salt-lake-city-2002,biathlon,BTH,"125km pursuit men",NOR,FRA,GER
salt-lake-city-2002,biathlon,BTH,"15km women",GER,NOR,SWE
salt-lake-city-2002,biathlon,BTH,"20km men",NOR,GER,RUS
salt-lake-city-2002,biathlon,BTH,"4x75km relay men",NOR,GER,FRA
salt-lake-city-2002,biathlon,BTH,"4x75km relay women",GER,NOR,RUS
salt-lake-city-2002,biathlon,BTH,"75km women",GER,GER,SWE
salt-lake-city-2002,bobsleigh,BOB,"four-man men",GER,USA,USA
salt-lake-city-2002,bobsleigh,BOB,"two-man men",GER,SUI,SUI
salt-lake-city-2002,bobsleigh,BOB,"two-woman women",USA,GER,GER
salt-lake-city-2002,cross-country-skiing,CCS,10km pursuit men,NOR+NOR,,SWE,
salt-lake-city-2002,cross-country-skiing,CCS,"10km women",NOR,RUS,ITA
salt-lake-city-2002,cross-country-skiing,CCS,"15km mass start women",ITA,CZE,RUS
salt-lake-city-2002,cross-country-skiing,CCS,"15km men",EST,NOR,EST
salt-lake-city-2002,cross-country-skiing,CCS,"30km mass start men",AUT,AUT,NOR
salt-lake-city-2002,cross-country-skiing,CCS,"30km women",ITA,ITA,NOR
salt-lake-city-2002,cross-country-skiing,CCS,"50km men",RUS,EST,NOR
salt-lake-city-2002,cross-country-skiing,CCS,"5km pursuit women",CAN,CZE,GER
salt-lake-city-2002,cross-country-skiing,CCS,"Relay 4x10km men",NOR,ITA,GER
salt-lake-city-2002,cross-country-skiing,CCS,"Relay 4x5km women",GER,NOR,SUI
salt-lake-city-2002,cross-country-skiing,CCS,"Sprint 15km men",NOR,GER,ITA
salt-lake-city-2002,cross-country-skiing,CCS,"sprint 15km women",RUS,GER,NOR
salt-lake-city-2002,curling,CUR,"curling men",NOR,CAN,SUI
salt-lake-city-2002,curling,CUR,"curling women",GBR,SUI,CAN
salt-lake-city-2002,figure-skating,FSK,"Ice dancing mixed",FRA,RUS,ITA
salt-lake-city-2002,figure-skating,FSK,"Individual men",RUS,RUS,USA
salt-lake-city-2002,figure-skating,FSK,"Individual women",USA,RUS,USA
salt-lake-city-2002,figure-skating,FSK,Pairs mixed,RUS+CAN,,CHN,
salt-lake-city-2002,freestyle-skiing,FRS,"Aerials men",CZE,USA,BLR
salt-lake-city-2002,freestyle-skiing,FRS,"Aerials women",AUS,CAN,CAN
salt-lake-city-2002,freestyle-skiing,FRS,"Moguls men",FIN,USA,FRA
salt-lake-city-2002,freestyle-skiing,FRS,"Moguls women",NOR,USA,JPN
salt-lake-city-2002,ice-hockey,IHO,"ice hockey men",CAN,USA,RUS
salt-lake-city-2002,ice-hockey,IHO,"ice hockey women",CAN,USA,SWE
salt-lake-city-2002,luge,LUG,"Doubles mixed",GER,USA,USA
salt-lake-city-2002,luge,LUG,"Singles men",ITA,GER,AUT
salt-lake-city-2002,luge,LUG,"Singles women",GER,GER,GER
salt-lake-city-2002,nordic-combined,NCB,"Individual men",FIN,FIN,AUT
salt-lake-city-2002,nordic-combined,NCB,"Individual sprint men",FIN,GER,AUT
salt-lake-city-2002,nordic-combined,NCB,"Team Men",FIN,GER,AUT
salt-lake-city-2002,short-track-speed-skating,STK,"1000m men",AUS,USA,CAN
salt-lake-city-2002,short-track-speed-skating,STK,"1000m women",CHN,KOR,CHN
salt-lake-city-2002,short-track-speed-skating,STK,"1500m men",USA,CHN,CAN
salt-lake-city-2002,short-track-speed-skating,STK,"1500m women",KOR,KOR,BUL
salt-lake-city-2002,short-track-speed-skating,STK,"3000m relay women",KOR,CHN,CAN
salt-lake-city-2002,short-track-speed-skating,STK,"5000m relay men",CAN,ITA,CHN
salt-lake-city-2002,short-track-speed-skating,STK,"500m men",CAN,CAN,USA
salt-lake-city-2002,short-track-speed-skating,STK,"500m women",CHN,BUL,CHN
salt-lake-city-2002,skeleton,SKN,"Individual men",USA,AUT,SUI
salt-lake-city-2002,skeleton,SKN,"Individual women",USA,USA,GBR
salt-lake-city-2002,ski-jumping,SJP,"Large Hill Individual men",SUI,POL,FIN
salt-lake-city-2002,ski-jumping,SJP,"Normal Hill Individual men",SUI,GER,POL
salt-lake-city-2002,ski-jumping,SJP,"Teams men",GER,FIN,SLO
salt-lake-city-2002,snowboard,SBD,"Giant parallel slalom men",SUI,SWE,USA
salt-lake-city-2002,snowboard,SBD,"Giant parallel slalom women",FRA,FRA,ITA
salt-lake-city-2002,snowboard,SBD,"Half-pipe men",USA,USA,USA
salt-lake-city-2002,snowboard,SBD,"Half-pipe women",USA,FRA,SUI
salt-lake-city-2002,speed-skating,SSK,"10000m men",NED,NED,NOR
salt-lake-city-2002,speed-skating,SSK,"1000m men",NED,NED,USA
salt-lake-city-2002,speed-skating,SSK,"1000m women",USA,GER,USA
salt-lake-city-2002,speed-skating,SSK,"1500m men",USA,NED,NOR
salt-lake-city-2002,speed-skating,SSK,"1500m women",GER,GER,USA
salt-lake-city-2002,speed-skating,SSK,"3000m women",GER,NED,CAN
salt-lake-city-2002,speed-skating,SSK,"5000m men",NED,USA,GER
salt-lake-city-2002,speed-skating,SSK,"5000m women",GER,NED,CAN
salt-lake-city-2002,speed-skating,SSK,"500m men",USA,JPN,USA
salt-lake-city-2002,speed-skating,SSK,"500m women",CAN,GER,GER
sydney-2000,archery,ARC,"individual FITA Olympic round  70m men",AUS,USA,NED
sydney-2000,archery,ARC,"individual FITA Olympic round  70m women",KOR,KOR,KOR
sydney-2000,archery,ARC,"team FITA Olympic round  70m men",KOR,ITA,USA
sydney-2000,archery,ARC,"team FITA Olympic round  70m women",KOR,UKR,GER
sydney-2000,athletics,ATH,"10000m men",ETH,KEN,ETH
sydney-2000,athletics,ATH,"10000m women",ETH,ETH,POR
sydney-2000,athletics,ATH,"100m hurdles women",KAZ,NGR,USA
sydney-2000,athletics,ATH,"100m men",USA,TTO,BAR
sydney-2000,athletics,ATH,100m women,,GRE+JAM,JAM,
sydney-2000,athletics,ATH,"110m hurdles men",CUB,USA,USA
sydney-2000,athletics,ATH,"1500m men",KEN,MAR,KEN
sydney-2000,athletics,ATH,"1500m women",ALG,ROU,ROU
sydney-2000,athletics,ATH,"200m men",GRE,GBR,TTO
sydney-2000,athletics,ATH,"200m women",BAH,SRI,JAM
sydney-2000,athletics,ATH,"20km race walk women",CHN,NOR,ESP
sydney-2000,athletics,ATH,"20km walk men",POL,MEX,RUS
sydney-2000,athletics,ATH,"3000m steeplechase men",KEN,KEN,MAR
sydney-2000,athletics,ATH,"400m hurdles men",USA,KSA,RSA
sydney-2000,athletics,ATH,"400m hurdles women",RUS,JAM,MAR
sydney-2000,athletics,ATH,"400m men",USA,USA,JAM
sydney-2000,athletics,ATH,"400m women",AUS,JAM,GBR
sydney-2000,athletics,ATH,"4x100m relay men",USA,BRA,CUB
sydney-2000,athletics,ATH,"4x100m relay women",BAH,JAM,USA
sydney-2000,athletics,ATH,"4x400m relay men",NGR,JAM,BAH
sydney-2000,athletics,ATH,"4x400m relay women",USA,JAM,RUS
sydney-2000,athletics,ATH,"5000m men",ETH,ALG,MAR
sydney-2000,athletics,ATH,"5000m women",ROU,IRL,ETH
sydney-2000,athletics,ATH,"50km walk men",POL,LAT,MEX
sydney-2000,athletics,ATH,"800m men",GER,DEN,ALG
sydney-2000,athletics,ATH,"800m women",MOZ,AUT,GBR
sydney-2000,athletics,ATH,"decathlon men",EST,CZE,USA
sydney-2000,athletics,ATH,"discus throw men",LTU,GER,RSA
sydney-2000,athletics,ATH,"discus throw women",BLR,GRE,BLR
sydney-2000,athletics,ATH,"hammer throw men",POL,ITA,BLR
sydney-2000,athletics,ATH,"hammer throw women",POL,RUS,GER
sydney-2000,athletics,ATH,"heptathlon women",GBR,RUS,BLR
sydney-2000,athletics,ATH,"high jump men",RUS,CUB,ALG
sydney-2000,athletics,ATH,"high jump women",RUS,RSA,ROU+SWE
sydney-2000,athletics,ATH,"javelin throw men",CZE,GBR,RUS
sydney-2000,athletics,ATH,"javelin throw women",NOR,GRE,CUB
sydney-2000,athletics,ATH,"long jump men",CUB,AUS,UKR
sydney-2000,athletics,ATH,"long jump women",GER,ITA,RUS
sydney-2000,athletics,ATH,"marathon men",ETH,KEN,ETH
sydney-2000,athletics,ATH,"marathon women",JPN,ROU,KEN
sydney-2000,athletics,ATH,"pole vault men",USA,USA,RUS
sydney-2000,athletics,ATH,"pole vault women",USA,AUS,ISL
sydney-2000,athletics,ATH,"shot put men",FIN,USA,USA
sydney-2000,athletics,ATH,"shot put women",BLR,RUS,GER
sydney-2000,athletics,ATH,"triple jump men",GBR,CUB,RUS
sydney-2000,athletics,ATH,"triple jump women",BUL,RUS,UKR
sydney-2000,badminton,BDM,"Doubles mixed",CHN,INA,GBR
sydney-2000,badminton,BDM,"Singles men",CHN,INA,CHN
sydney-2000,badminton,BDM,"Singles women",CHN,DEN,CHN
sydney-2000,badminton,BDM,"doubles men",INA,KOR,KOR
sydney-2000,badminton,BDM,"doubles women",CHN,CHN,CHN
sydney-2000,baseball,BBL,"baseball men",USA,CUB,KOR
sydney-2000,basketball,BKB,"basketball men",USA,FRA,LTU
sydney-2000,basketball,BKB,"basketball women",USA,AUS,BRA
sydney-2000,beach-volleyball,VBV,Beach volleyball men,USA,,GER,
sydney-2000,beach-volleyball,VBV,"Beach volleyball women",AUS,BRA,BRA
sydney-2000,boxing,BOX,"48-51kg flyweight men",THA,KAZ,FRA+UKR
sydney-2000,boxing,BOX,"48kg lightflyweight men",FRA,ESP,PRK+CUB
sydney-2000,boxing,BOX,"51-54kg bantamweight men",CUB,RUS,USA+UKR
sydney-2000,boxing,BOX,"54-57kg featherweight men",KAZ,USA,RUS+MAR
sydney-2000,boxing,BOX,"57-60kg lightweight men",CUB,UKR,RUS+MEX
sydney-2000,boxing,BOX,"60-63.5kg lightwelterweigh men",UZB,USA,CUB+ALG
sydney-2000,boxing,BOX,"63.5-67kg welterweight men",RUS,UKR,ROU+MDA
sydney-2000,boxing,BOX,"67  71kg lightmiddleweight men",KAZ,ROU,USA+THA
sydney-2000,boxing,BOX,"71-75kg men",CUB,RUS,AZE+HUN
sydney-2000,boxing,BOX,"75-81kg lightheavyweight men",RUS,CZE,UKR+UZB
sydney-2000,boxing,BOX,"81-91kg heavyweight men",CUB,RUS,GER+GEO
sydney-2000,boxing,BOX,"91kg super heavyweight men",GBR,KAZ,ITA+UZB
sydney-2000,canoe-slalom,CSL,"C1 canoe single men",FRA,SVK,SVK
sydney-2000,canoe-slalom,CSL,"C2 canoe double men",SVK,POL,CZE
sydney-2000,canoe-slalom,CSL,"K1 kayak single men",GER,GBR,ITA
sydney-2000,canoe-slalom,CSL,"K1 kayak single women",CZE,FRA,FRA
sydney-2000,canoe-sprint,CSP,"C1 1000m canoe single men",GER,CUB,CAN
sydney-2000,canoe-sprint,CSP,"C1 500m canoe single men",HUN,RUS,GER
sydney-2000,canoe-sprint,CSP,"C2 1000m canoe double men",ROU,CUB,GER
sydney-2000,canoe-sprint,CSP,"C2 500m canoe double men",HUN,POL,ROU
sydney-2000,canoe-sprint,CSP,"K1 1000m kayak single men",NOR,BUL,GBR
sydney-2000,canoe-sprint,CSP,"K1 500m kayak single men",NOR,BUL,ISR
sydney-2000,canoe-sprint,CSP,"K1 500m kayak single women",ITA,CAN,AUS
sydney-2000,canoe-sprint,CSP,"K2 1000m kayak double men",ITA,SWE,HUN
sydney-2000,canoe-sprint,CSP,"K2 500m kayak double men",HUN,AUS,GER
sydney-2000,canoe-sprint,CSP,"K2 500m kayak double women",GER,HUN,POL
sydney-2000,canoe-sprint,CSP,"K4 1000m kayak four men",HUN,GER,POL
sydney-2000,canoe-sprint,CSP,"K4 500m kayak four women",GER,HUN,ROU
sydney-2000,cycling-mountain-bike,MTB,"cross-country men",FRA,BEL,SUI
sydney-2000,cycling-mountain-bike,MTB,"cross-country women",ITA,SUI,ESP
sydney-2000,cycling-road,CRD,"individual road race men",GER,KAZ,GER
sydney-2000,cycling-road,CRD,"individual road race women",NED,GER,LTU
sydney-2000,cycling-road,CRD,individual time trial men,RUS,GER,,
sydney-2000,cycling-road,CRD,"individual time trial women",NED,USA,FRA
sydney-2000,cycling-track,CTR,"1km time trial men",GBR,GER,AUS
sydney-2000,cycling-track,CTR,"500m time trial women",FRA,AUS,CHN
sydney-2000,cycling-track,CTR,"Individual Pursuit men",GER,GER,AUS
sydney-2000,cycling-track,CTR,"Keirin men",FRA,AUS,GER
sydney-2000,cycling-track,CTR,"Madison men",AUS,BEL,ITA
sydney-2000,cycling-track,CTR,"Olympic Sprint men",FRA,GBR,AUS
sydney-2000,cycling-track,CTR,"Points Race men",ESP,URU,RUS
sydney-2000,cycling-track,CTR,"Sprint individual men",USA,FRA,GER
sydney-2000,cycling-track,CTR,"Team Pursuit 4000m men",GER,UKR,GBR
sydney-2000,cycling-track,CTR,"individual pursuit women",NED,FRA,GBR
sydney-2000,cycling-track,CTR,"points race women",ITA,NED,RUS
sydney-2000,cycling-track,CTR,"sprint women",FRA,RUS,UKR
sydney-2000,diving,DIV,"10m platform men",CHN,CHN,RUS
sydney-2000,diving,DIV,"10m platform women",USA,CHN,CAN
sydney-2000,diving,DIV,"3m springboard men",CHN,MEX,RUS
sydney-2000,diving,DIV,"3m springboard women",CHN,CHN,GER
sydney-2000,diving,DIV,"synchronized diving 10m platform men",RUS,CHN,GER
sydney-2000,diving,DIV,"synchronized diving 10m platform women",CHN,CAN,AUS
sydney-2000,diving,DIV,"synchronized diving 3m springboard men",CHN,RUS,AUS
sydney-2000,diving,DIV,"synchronized diving 3m springboard women",RUS,CHN,UKR
sydney-2000,equestrian-dressage,EDR,"individual mixed",NED,GER,GER
sydney-2000,equestrian-dressage,EDR,"team mixed",GER,NED,USA
sydney-2000,equestrian-eventing,EVE,"individual mixed",USA,AUS,NZL
sydney-2000,equestrian-eventing,EVE,"team mixed",AUS,GBR,USA
sydney-2000,equestrian-jumping,EJP,"individual mixed",NED,NED,KSA
sydney-2000,equestrian-jumping,EJP,"team mixed",GER,SUI,BRA
sydney-2000,fencing,FEN,"foil individual men",KOR,GER,RUS
sydney-2000,fencing,FEN,"foil individual women",ITA,GER,ITA
sydney-2000,fencing,FEN,"foil team men",FRA,CHN,ITA
sydney-2000,fencing,FEN,"foil team women",ITA,POL,GER
sydney-2000,fencing,FEN,"sabre individual men",ROU,FRA,GER
sydney-2000,fencing,FEN,"sabre team men",RUS,FRA,GER
sydney-2000,fencing,FEN,"épée individual men",RUS,FRA,KOR
sydney-2000,fencing,FEN,"épée individual women",HUN,SUI,FRA
sydney-2000,fencing,FEN,"épée team men",ITA,FRA,CUB
sydney-2000,fencing,FEN,"épée team women",RUS,SUI,CHN
sydney-2000,football,FBL,"football men",CMR,ESP,CHI
sydney-2000,football,FBL,"football women",NOR,USA,GER
sydney-2000,gymnastics-artistic,GAR,"balance beam women",CHN,RUS,RUS
sydney-2000,gymnastics-artistic,GAR,"floor exercises men",LAT,RUS,BUL
sydney-2000,gymnastics-artistic,GAR,"floor exercises women",RUS,RUS,ROU
sydney-2000,gymnastics-artistic,GAR,"horizontal bar men",RUS,FRA,KOR
sydney-2000,gymnastics-artistic,GAR,"individual all-round men",RUS,CHN,UKR
sydney-2000,gymnastics-artistic,GAR,"individual all-round women",ROU,ROU,CHN
sydney-2000,gymnastics-artistic,GAR,"parallel bars men",CHN,KOR,RUS
sydney-2000,gymnastics-artistic,GAR,"pommel horse men",ROU,FRA,RUS
sydney-2000,gymnastics-artistic,GAR,"rings men",HUN,GRE,BUL
sydney-2000,gymnastics-artistic,GAR,"team competition men",CHN,UKR,RUS
sydney-2000,gymnastics-artistic,GAR,"team competition women",ROU,RUS,USA
sydney-2000,gymnastics-artistic,GAR,"uneven bars women",RUS,CHN,CHN
sydney-2000,gymnastics-artistic,GAR,"vault men",ESP,RUS,POL
sydney-2000,gymnastics-artistic,GAR,"vault women",RUS,ROU,RUS
sydney-2000,gymnastics-rhythmic,GRY,"group competition women",RUS,BLR,GRE
sydney-2000,gymnastics-rhythmic,GRY,"individual all-round women",RUS,BLR,RUS
sydney-2000,handball,HBL,"handball men",RUS,SWE,ESP
sydney-2000,handball,HBL,"handball women",DEN,HUN,NOR
sydney-2000,hockey,HOC,"hockey men",NED,KOR,AUS
sydney-2000,hockey,HOC,"hockey women",AUS,ARG,NED
sydney-2000,judo,JUD,"100kg heavyweight men",FRA,JPN,EST+RUS
sydney-2000,judo,JUD,"48  52kg halflightweight women",CUB,JPN,PRK+CHN
sydney-2000,judo,JUD,"48kg extralightweight women",JPN,RUS,BEL+GER
sydney-2000,judo,JUD,"52  57kg lightweight women",ESP,CUB,JPN+AUS
sydney-2000,judo,JUD,"57  63kg halfmiddleweight women",FRA,CHN,BEL+KOR
sydney-2000,judo,JUD,"60  66kg halflightweight men",TUR,FRA,GEO+ITA
sydney-2000,judo,JUD,"63  70kg middleweight women",CUB,GBR,KOR+ITA
sydney-2000,judo,JUD,"66  73kg lightweight men",ITA,BRA,BLR+LAT
sydney-2000,judo,JUD,"70  78kg halfheavyweight women",CHN,FRA,ITA+ROU
sydney-2000,judo,JUD,"73  81kg halfmiddleweight men",JPN,KOR,EST+POR
sydney-2000,judo,JUD,"78kg heavyweight women",CHN,CUB,KOR+JPN
sydney-2000,judo,JUD,"81  90kg middleweight men",NED,BRA,FRA+UKR
sydney-2000,judo,JUD,"90  100kg halfheavyweight men",JPN,CAN,FRA+RUS
sydney-2000,judo,JUD,"Sydney 2000 Judo - 60 kg men",JPN,KOR,KGZ+CUB
sydney-2000,modern-pentathlon,MPN,"Individual Competition women",GBR,USA,GBR
sydney-2000,modern-pentathlon,MPN,"Individual competition men",RUS,HUN,BLR
sydney-2000,rowing,ROW,"double sculls 2x men",SLO,NOR,ITA
sydney-2000,rowing,ROW,"double sculls 2x women",GER,NED,LTU
sydney-2000,rowing,ROW,"eight with coxswain 8 men",GBR,AUS,CRO
sydney-2000,rowing,ROW,"eight with coxswain 8 women",ROU,NED,CAN
sydney-2000,rowing,ROW,"four without coxswain 4 men",GBR,ITA,AUS
sydney-2000,rowing,ROW,"lightweight coxless four 4 men",FRA,AUS,DEN
sydney-2000,rowing,ROW,"lightweight double sculls 2x men",POL,ITA,FRA
sydney-2000,rowing,ROW,"lightweight double sculls 2x women",ROU,GER,USA
sydney-2000,rowing,ROW,"pair without coxswain 2 men",FRA,USA,AUS
sydney-2000,rowing,ROW,"pair without coxswain 2 women",ROU,AUS,USA
sydney-2000,rowing,ROW,"quadruple sculls without coxsw men",ITA,NED,GER
sydney-2000,rowing,ROW,"quadruple sculls without coxsw women",GER,GBR,RUS
sydney-2000,rowing,ROW,"single sculls 1x men",NZL,SUI,GER
sydney-2000,rowing,ROW,"single sculls 1x women",BLR,BUL,GER
sydney-2000,sailing,SAL,"470 - Two Person Dinghy men",AUS,USA,ARG
sydney-2000,sailing,SAL,"470 - Two Person Dinghy women",AUS,USA,UKR
sydney-2000,sailing,SAL,"49er - Skiff mixed",FIN,GBR,USA
